user_id,install_date,last_active_date,subscription_type,country,total_sessions,page_views,download_clicks,activation_status,days_active,pro_upgrade_date,plan_type,monthly_revenue,churned
4290,12/18/2023,1/1/2024,Free,UK,89,178,0,1,14,,,0,1
4291,5/4/2023,7/20/2023,Free,Germany,89,178,0,1,77,,,0,0
4292,9/22/2023,12/4/2023,Free,Germany,19,95,0,1,73,,,0,0
4293,5/9/2023,7/24/2023,Free,India,46,92,0,1,76,,,0,0
4294,5/11/2023,11/9/2023,Free,Germany,11,11,0,1,182,,,0,0
4295,4/16/2023,10/21/2023,Free,Australia,137,685,0,1,188,,,0,0
4296,12/5/2023,1/1/2024,Free,Australia,50,150,0,1,27,,,0,1
4297,6/29/2023,12/14/2023,Pro,Germany,165,165,0,1,168,12/14/2023,Standard,99,0
4298,9/5/2023,9/14/2023,Pro,France,137,548,0,1,9,9/14/2023,Enterprise,99,1
4299,10/24/2023,12/1/2023,Free,Germany,150,300,1,1,38,,,0,0
4300,5/4/2023,9/10/2023,Pro,Germany,124,496,0,1,129,9/10/2023,Enterprise,49,0
4301,2/26/2023,12/4/2023,Free,UK,78,390,1,1,281,,,0,0
4302,10/12/2023,12/25/2023,Pro,Germany,127,508,0,1,74,12/25/2023,Basic,49,0
4303,7/4/2023,12/26/2023,Free,Australia,71,355,0,1,175,,,0,0
4304,10/29/2023,11/7/2023,Free,USA,105,525,0,1,9,,,0,1
4305,4/17/2023,12/8/2023,Free,India,76,228,0,1,235,,,0,0
4306,5/22/2023,8/21/2023,Pro,Australia,284,284,0,1,91,8/21/2023,Basic,29,0
4307,10/10/2023,11/21/2023,Pro,India,81,405,0,1,42,11/21/2023,Enterprise,29,0
4308,8/25/2023,1/1/2024,Free,Australia,113,226,0,1,129,,,0,0
4309,1/10/2023,1/30/2023,Free,France,19,38,0,1,20,,,0,1
4310,9/17/2023,12/31/2023,Free,USA,87,261,1,1,105,,,0,0
4311,5/27/2023,9/19/2023,Pro,Germany,255,1275,0,1,115,9/19/2023,Enterprise,49,0
4312,5/8/2023,12/18/2023,Free,USA,30,90,0,1,224,,,0,0
4313,5/14/2023,6/17/2023,Pro,Germany,258,774,0,1,34,6/17/2023,Enterprise,49,0
4314,10/17/2023,12/2/2023,Free,Australia,93,279,0,1,46,,,0,0
4315,8/31/2023,10/13/2023,Free,USA,91,273,0,1,43,,,0,0
4316,12/21/2023,12/24/2023,Pro,Germany,296,1184,0,1,3,12/24/2023,Enterprise,49,1
4317,1/15/2023,10/18/2023,Free,UK,76,304,0,1,276,,,0,0
4318,2/23/2023,6/11/2023,Free,Germany,74,148,0,1,108,,,0,0
4319,7/25/2023,12/11/2023,Free,USA,16,64,0,1,139,,,0,0
4320,4/19/2023,4/29/2023,Pro,UK,110,220,0,1,10,4/29/2023,Basic,49,1
4321,9/30/2023,11/14/2023,Pro,Canada,281,562,1,1,45,11/14/2023,Basic,99,0
4322,10/21/2023,12/30/2023,Free,France,61,305,0,1,70,,,0,0
4323,1/12/2023,11/15/2023,Free,France,10,40,0,1,307,,,0,0
4324,11/23/2023,12/3/2023,Free,Germany,52,104,0,1,10,,,0,1
4325,8/23/2023,8/28/2023,Free,Australia,122,366,0,1,5,,,0,1
4326,9/16/2023,11/1/2023,Pro,Canada,182,546,0,1,46,11/1/2023,Enterprise,29,0
4327,4/20/2023,12/7/2023,Pro,Canada,76,228,0,1,231,12/7/2023,Basic,49,0
4328,12/23/2023,12/23/2023,Free,India,99,198,0,1,0,,,0,1
4329,9/27/2023,12/3/2023,Pro,Germany,276,276,0,1,67,12/3/2023,Standard,99,0
4330,6/23/2023,7/27/2023,Free,UK,53,159,0,1,34,,,0,0
4331,1/14/2023,12/25/2023,Free,Germany,148,740,0,1,345,,,0,0
4332,2/7/2023,6/27/2023,Free,India,6,18,0,1,140,,,0,0
4333,2/4/2023,9/16/2023,Free,India,149,596,0,1,224,,,0,0
4334,2/8/2023,3/8/2023,Free,India,147,441,0,1,28,,,0,1
4335,4/8/2023,5/5/2023,Free,USA,84,252,0,1,27,,,0,1
4336,2/3/2023,5/5/2023,Pro,Canada,126,378,0,1,91,5/5/2023,Enterprise,49,0
4337,2/14/2023,4/15/2023,Free,India,101,505,1,1,60,,,0,0
4338,10/10/2023,11/5/2023,Free,France,8,8,0,1,26,,,0,1
4339,3/30/2023,12/4/2023,Free,USA,27,54,0,1,249,,,0,0
4340,12/5/2023,12/24/2023,Free,India,22,44,0,1,19,,,0,1
4341,8/10/2023,12/15/2023,Free,USA,139,139,0,1,127,,,0,0
4342,5/1/2023,9/18/2023,Free,UK,122,610,0,1,140,,,0,0
4343,1/28/2023,7/18/2023,Free,France,115,460,0,1,171,,,0,0
4344,1/5/2023,4/9/2023,Free,Australia,71,71,0,1,94,,,0,0
4345,9/30/2023,10/8/2023,Free,UK,91,273,0,1,8,,,0,1
4346,8/6/2023,9/19/2023,Pro,Canada,272,1360,0,1,44,9/19/2023,Standard,99,0
4347,11/5/2023,12/3/2023,Free,Canada,41,205,0,1,28,,,0,1
4348,5/27/2023,9/8/2023,Pro,Canada,231,1155,0,1,104,9/8/2023,Basic,29,0
4349,7/2/2023,11/17/2023,Pro,Australia,140,560,1,1,138,11/17/2023,Enterprise,49,0
4350,11/24/2023,12/10/2023,Pro,UK,125,500,0,1,16,12/10/2023,Basic,49,1
4351,10/29/2023,11/28/2023,Free,UK,68,340,0,1,30,,,0,0
4352,12/14/2023,12/25/2023,Pro,Germany,230,460,0,1,11,12/25/2023,Enterprise,49,1
4353,6/16/2023,6/26/2023,Free,Australia,46,46,0,1,10,,,0,1
4354,5/2/2023,9/6/2023,Free,France,133,532,0,1,127,,,0,0
4355,2/26/2023,3/3/2023,Free,Australia,19,19,0,1,5,,,0,1
4356,11/19/2023,12/20/2023,Pro,Canada,28,56,0,1,31,12/20/2023,Standard,99,0
4357,6/20/2023,9/13/2023,Free,UK,17,51,0,1,85,,,0,0
4358,1/8/2023,8/13/2023,Pro,Germany,292,584,0,1,217,8/13/2023,Standard,29,0
4359,6/22/2023,9/10/2023,Free,USA,42,42,0,1,80,,,0,0
4360,6/9/2023,7/12/2023,Free,Germany,11,33,0,1,33,,,0,0
4361,2/15/2023,10/2/2023,Free,USA,89,356,0,1,229,,,0,0
4362,3/8/2023,12/14/2023,Free,UK,109,109,0,1,281,,,0,0
4363,6/25/2023,8/31/2023,Free,Australia,43,172,0,1,67,,,0,0
4364,10/14/2023,10/23/2023,Pro,UK,198,198,0,1,9,10/23/2023,Basic,49,1
4365,9/12/2023,12/19/2023,Free,UK,118,590,0,1,98,,,0,0
4366,7/10/2023,9/5/2023,Free,Australia,99,198,1,1,57,,,0,0
4367,4/23/2023,8/14/2023,Pro,Australia,220,1100,0,1,113,8/14/2023,Standard,49,0
4368,1/6/2023,11/21/2023,Free,Germany,48,192,0,1,319,,,0,0
4369,2/20/2023,4/15/2023,Free,France,29,29,0,1,54,,,0,0
4370,5/8/2023,5/15/2023,Free,Australia,119,357,0,1,7,,,0,1
4371,8/30/2023,12/17/2023,Pro,USA,18,18,0,1,109,12/17/2023,Standard,29,0
4372,5/8/2023,7/12/2023,Pro,Australia,94,376,0,1,65,7/12/2023,Enterprise,29,0
4373,5/13/2023,12/9/2023,Pro,Canada,285,285,0,1,210,12/9/2023,Basic,29,0
4374,11/23/2023,12/28/2023,Pro,UK,107,535,0,1,35,12/28/2023,Basic,29,0
4375,1/4/2023,9/29/2023,Free,Australia,46,184,1,1,268,,,0,0
4376,3/3/2023,4/29/2023,Free,India,48,192,0,1,57,,,0,0
4377,8/28/2023,9/6/2023,Free,Germany,119,238,0,1,9,,,0,1
4378,7/11/2023,10/5/2023,Free,India,23,69,0,1,86,,,0,0
4379,7/11/2023,9/5/2023,Free,France,137,548,0,1,56,,,0,0
4380,1/16/2023,12/27/2023,Pro,Australia,218,436,0,1,345,12/27/2023,Standard,99,0
4381,12/14/2023,12/26/2023,Free,USA,31,155,1,1,12,,,0,1
4382,9/6/2023,10/31/2023,Pro,UK,99,297,0,1,55,10/31/2023,Standard,99,0
4383,4/5/2023,8/7/2023,Pro,Germany,129,645,0,1,124,8/7/2023,Standard,29,0
4384,4/25/2023,12/27/2023,Free,Canada,105,525,0,1,246,,,0,0
4385,11/25/2023,12/25/2023,Free,Germany,4,16,0,1,30,,,0,0
4386,6/29/2023,11/24/2023,Free,India,5,5,0,1,148,,,0,0
4387,12/22/2023,12/24/2023,Free,Canada,85,340,0,1,2,,,0,1
4388,9/15/2023,12/28/2023,Free,Germany,126,378,0,1,104,,,0,0
4389,4/5/2023,11/24/2023,Free,UK,123,123,0,1,233,,,0,0
4390,3/8/2023,11/10/2023,Free,France,136,272,0,1,247,,,0,0
4391,9/13/2023,11/13/2023,Free,USA,39,156,0,1,61,,,0,0
4392,11/24/2023,12/15/2023,Free,UK,26,130,0,1,21,,,0,1
4393,8/29/2023,12/10/2023,Pro,Germany,99,198,0,1,103,12/10/2023,Enterprise,29,0
4394,1/5/2023,7/16/2023,Free,Germany,64,192,0,1,192,,,0,0
4395,5/24/2023,8/17/2023,Free,France,60,60,1,1,85,,,0,0
4396,7/21/2023,9/27/2023,Free,UK,4,20,0,1,68,,,0,0
4397,7/7/2023,9/25/2023,Free,France,93,465,0,1,80,,,0,0
4398,6/29/2023,9/26/2023,Free,India,42,126,0,1,89,,,0,0
4399,12/22/2023,12/25/2023,Free,UK,127,381,0,1,3,,,0,1
4400,2/10/2023,7/5/2023,Free,France,69,207,0,1,145,,,0,0
4401,2/18/2023,12/11/2023,Free,Canada,109,327,0,1,296,,,0,0
4402,7/16/2023,12/30/2023,Free,Australia,141,282,0,1,167,,,0,0
4403,8/20/2023,11/25/2023,Free,Australia,42,84,0,1,97,,,0,0
4404,10/16/2023,12/30/2023,Free,Australia,52,260,0,1,75,,,0,0
4405,6/18/2023,8/26/2023,Free,USA,93,465,0,1,69,,,0,0
4406,5/28/2023,11/5/2023,Pro,India,270,1080,0,1,161,11/5/2023,Enterprise,29,0
4407,4/26/2023,11/2/2023,Pro,Canada,50,200,0,1,190,11/2/2023,Basic,49,0
4408,7/2/2023,7/14/2023,Free,UK,97,485,0,1,12,,,0,1
4409,8/12/2023,8/12/2023,Free,Germany,97,485,0,1,0,,,0,1
4410,4/23/2023,5/5/2023,Pro,Canada,17,68,0,1,12,5/5/2023,Basic,99,1
4411,12/31/2023,1/1/2024,Free,France,50,150,0,1,1,,,0,1
4412,9/20/2023,1/1/2024,Free,USA,142,284,0,1,103,,,0,0
4413,11/23/2023,12/7/2023,Free,Australia,88,440,0,1,14,,,0,1
4414,6/22/2023,12/5/2023,Free,India,51,255,0,1,166,,,0,0
4415,8/2/2023,10/12/2023,Free,Canada,34,170,0,1,71,,,0,0
4416,3/8/2023,11/26/2023,Free,Germany,4,8,0,1,263,,,0,0
4417,5/19/2023,7/22/2023,Free,Australia,100,200,0,1,64,,,0,0
4418,11/2/2023,11/13/2023,Free,Germany,31,155,0,1,11,,,0,1
4419,4/10/2023,10/20/2023,Free,India,57,57,0,1,193,,,0,0
4420,10/9/2023,10/22/2023,Free,India,116,348,0,1,13,,,0,1
4421,6/9/2023,10/13/2023,Free,USA,115,115,1,1,126,,,0,0
4422,11/22/2023,12/9/2023,Free,USA,33,165,0,1,17,,,0,1
4423,10/17/2023,10/18/2023,Free,India,60,60,1,1,1,,,0,1
4424,6/7/2023,7/19/2023,Free,France,149,447,0,1,42,,,0,0
4425,3/22/2023,4/15/2023,Free,France,26,52,0,1,24,,,0,1
4426,11/29/2023,12/9/2023,Pro,Germany,10,20,0,1,10,12/9/2023,Standard,99,1
4427,2/1/2023,3/30/2023,Free,Germany,6,30,0,1,57,,,0,0
4428,12/6/2023,12/12/2023,Free,India,114,456,0,1,6,,,0,1
4429,10/16/2023,12/10/2023,Pro,France,294,1470,1,1,55,12/10/2023,Basic,29,0
4430,5/25/2023,12/19/2023,Free,UK,21,21,0,1,208,,,0,0
4431,11/18/2023,12/8/2023,Free,France,15,75,0,1,20,,,0,1
4432,7/27/2023,9/26/2023,Free,Australia,146,584,0,1,61,,,0,0
4433,1/20/2023,6/26/2023,Free,India,43,43,0,1,157,,,0,0
4434,1/30/2023,7/4/2023,Free,UK,68,68,0,1,155,,,0,0
4435,1/30/2023,10/30/2023,Free,Australia,75,75,0,1,273,,,0,0
4436,6/28/2023,7/20/2023,Free,USA,74,74,0,1,22,,,0,1
4437,2/6/2023,8/19/2023,Free,France,107,107,0,1,194,,,0,0
4438,9/19/2023,10/21/2023,Free,France,107,214,1,1,32,,,0,0
4439,12/28/2023,12/29/2023,Free,France,128,384,0,1,1,,,0,1
4440,12/23/2023,12/29/2023,Free,Canada,28,140,0,1,6,,,0,1
4441,8/20/2023,10/29/2023,Pro,France,196,196,0,1,70,10/29/2023,Standard,29,0
4442,4/27/2023,10/25/2023,Free,India,53,106,0,1,181,,,0,0
4443,1/16/2023,12/17/2023,Free,UK,88,264,0,1,335,,,0,0
4444,1/4/2023,2/9/2023,Free,USA,34,170,0,1,36,,,0,0
4445,3/2/2023,3/7/2023,Free,France,22,66,0,1,5,,,0,1
4446,12/4/2023,12/11/2023,Pro,India,266,532,0,1,7,12/11/2023,Enterprise,29,1
4447,3/13/2023,6/24/2023,Free,USA,108,108,0,1,103,,,0,0
4448,11/8/2023,12/17/2023,Pro,UK,265,265,0,1,39,12/17/2023,Enterprise,99,0
4449,9/25/2023,10/22/2023,Free,USA,108,432,0,1,27,,,0,1
4450,11/4/2023,12/4/2023,Pro,India,125,625,0,1,30,12/4/2023,Basic,49,0
4451,7/17/2023,10/21/2023,Free,Australia,101,202,0,1,96,,,0,0
4452,8/18/2023,11/25/2023,Free,France,6,6,0,1,99,,,0,0
4453,11/30/2023,12/12/2023,Free,France,78,78,0,1,12,,,0,1
4454,1/29/2023,12/21/2023,Free,Australia,21,42,0,1,326,,,0,0
4455,5/24/2023,10/18/2023,Free,India,57,228,0,1,147,,,0,0
4456,12/30/2023,1/1/2024,Free,India,127,635,0,1,2,,,0,1
4457,7/23/2023,12/23/2023,Free,USA,31,93,0,1,153,,,0,0
4458,4/11/2023,10/10/2023,Pro,Germany,26,104,0,1,182,10/10/2023,Basic,29,0
4459,9/30/2023,11/24/2023,Free,USA,16,48,0,1,55,,,0,0
4460,8/6/2023,11/18/2023,Free,India,105,315,0,1,104,,,0,0
4461,7/16/2023,9/7/2023,Free,Germany,23,69,1,1,53,,,0,0
4462,3/10/2023,4/7/2023,Free,Canada,134,402,0,1,28,,,0,1
4463,7/5/2023,12/15/2023,Free,Canada,74,222,1,1,163,,,0,0
4464,5/8/2023,5/25/2023,Free,France,139,278,0,1,17,,,0,1
4465,10/31/2023,11/24/2023,Free,Germany,65,325,0,1,24,,,0,1
4466,1/17/2023,10/20/2023,Free,Germany,149,596,0,1,276,,,0,0
4467,7/11/2023,9/30/2023,Free,France,79,316,0,1,81,,,0,0
4468,2/11/2023,4/2/2023,Free,Germany,52,208,0,1,50,,,0,0
4469,6/3/2023,12/1/2023,Free,France,54,54,0,1,181,,,0,0
4470,10/3/2023,12/4/2023,Free,USA,138,552,0,1,62,,,0,0
4471,1/21/2023,9/7/2023,Free,France,49,245,0,1,229,,,0,0
4472,8/30/2023,11/14/2023,Free,Canada,17,68,0,1,76,,,0,0
4473,8/31/2023,10/13/2023,Free,Germany,118,236,1,1,43,,,0,0
4474,7/30/2023,8/5/2023,Free,UK,142,568,0,1,6,,,0,1
4475,8/13/2023,12/19/2023,Free,USA,132,264,0,1,128,,,0,0
4476,5/18/2023,7/15/2023,Free,USA,139,417,0,1,58,,,0,0
4477,9/16/2023,10/25/2023,Free,UK,46,184,0,1,39,,,0,0
4478,10/29/2023,12/6/2023,Free,USA,31,93,0,1,38,,,0,0
4479,5/1/2023,11/23/2023,Free,Australia,55,275,0,1,206,,,0,0
4480,11/27/2023,12/13/2023,Free,Canada,132,660,0,1,16,,,0,1
4481,8/20/2023,9/5/2023,Free,UK,104,208,0,1,16,,,0,1
4482,2/25/2023,11/8/2023,Pro,Australia,273,273,0,1,256,11/8/2023,Basic,29,0
4483,4/8/2023,9/6/2023,Pro,Germany,90,180,0,1,151,9/6/2023,Enterprise,49,0
4484,5/18/2023,9/30/2023,Free,Canada,100,300,0,1,135,,,0,0
4485,9/27/2023,11/6/2023,Free,USA,66,66,0,1,40,,,0,0
4486,6/23/2023,11/21/2023,Free,Canada,132,396,0,1,151,,,0,0
4487,12/9/2023,12/30/2023,Pro,USA,158,790,0,1,21,12/30/2023,Basic,29,1
4488,8/31/2023,12/18/2023,Pro,Australia,243,729,0,1,109,12/18/2023,Standard,29,0
4489,5/9/2023,7/15/2023,Free,India,95,285,0,1,67,,,0,0
4490,5/7/2023,10/10/2023,Free,UK,58,232,0,1,156,,,0,0
4491,10/19/2023,10/26/2023,Pro,Germany,208,1040,0,1,7,10/26/2023,Basic,99,1
4492,2/15/2023,7/6/2023,Pro,UK,223,223,0,1,141,7/6/2023,Standard,99,0
4493,3/28/2023,12/1/2023,Pro,Germany,133,532,0,1,248,12/1/2023,Enterprise,99,0
4494,6/15/2023,9/11/2023,Free,Germany,102,510,0,1,88,,,0,0
4495,9/10/2023,10/12/2023,Free,Canada,71,71,0,1,32,,,0,0
4496,1/26/2023,8/13/2023,Free,Canada,111,333,0,1,199,,,0,0
4497,7/8/2023,8/17/2023,Pro,USA,162,648,0,1,40,8/17/2023,Basic,49,0
4498,6/19/2023,10/21/2023,Free,USA,77,308,0,1,124,,,0,0
4499,8/2/2023,8/2/2023,Free,Germany,5,15,0,1,0,,,0,1
4500,1/27/2023,3/1/2023,Pro,India,171,513,0,1,33,3/1/2023,Enterprise,49,0
4501,11/11/2023,11/25/2023,Free,UK,94,376,0,1,14,,,0,1
4502,8/23/2023,9/21/2023,Pro,Canada,82,82,0,1,29,9/21/2023,Enterprise,99,1
4503,5/2/2023,5/31/2023,Free,India,146,292,0,1,29,,,0,1
4504,8/29/2023,9/24/2023,Free,Australia,140,280,0,1,26,,,0,1
4505,1/12/2023,2/6/2023,Pro,UK,257,1285,0,1,25,2/6/2023,Basic,99,1
4506,6/6/2023,6/14/2023,Free,UK,104,416,0,1,8,,,0,1
4507,12/8/2023,12/16/2023,Free,UK,134,134,0,1,8,,,0,1
4508,10/21/2023,11/2/2023,Free,USA,129,129,1,1,12,,,0,1
4509,12/9/2023,12/21/2023,Pro,UK,190,950,0,1,12,12/21/2023,Standard,29,1
4510,2/18/2023,3/18/2023,Free,France,133,532,0,1,28,,,0,1
4511,3/7/2023,3/8/2023,Pro,Germany,85,425,1,1,1,3/8/2023,Enterprise,49,1
4512,7/2/2023,10/7/2023,Free,France,4,12,0,1,97,,,0,0
4513,2/12/2023,8/26/2023,Free,Australia,24,24,0,1,195,,,0,0
4514,9/6/2023,10/18/2023,Free,India,61,122,0,1,42,,,0,0
4515,9/26/2023,11/25/2023,Free,Germany,145,145,0,1,60,,,0,0
4516,10/14/2023,11/17/2023,Free,UK,117,117,0,1,34,,,0,0
4517,3/11/2023,11/1/2023,Free,India,150,300,0,1,235,,,0,0
4518,6/12/2023,10/30/2023,Free,Australia,50,100,1,1,140,,,0,0
4519,9/12/2023,11/26/2023,Pro,Germany,11,11,1,1,75,11/26/2023,Standard,99,0
4520,6/25/2023,10/27/2023,Free,Australia,137,548,0,1,124,,,0,0
4521,7/18/2023,10/12/2023,Free,Australia,122,366,0,1,86,,,0,0
4522,12/22/2023,12/27/2023,Pro,Germany,125,625,0,1,5,12/27/2023,Basic,29,1
4523,3/5/2023,8/16/2023,Free,Australia,81,405,0,1,164,,,0,0
4524,5/16/2023,11/25/2023,Free,France,73,292,0,1,193,,,0,0
4525,10/26/2023,11/19/2023,Free,Germany,121,605,0,1,24,,,0,1
4526,11/23/2023,12/30/2023,Free,Australia,138,552,0,1,37,,,0,0
4527,12/23/2023,12/26/2023,Pro,USA,203,609,1,1,3,12/26/2023,Basic,49,1
4528,4/6/2023,8/19/2023,Pro,France,156,624,0,1,135,8/19/2023,Basic,49,0
4529,3/17/2023,9/22/2023,Free,USA,83,83,1,1,189,,,0,0
4530,7/25/2023,11/18/2023,Pro,UK,247,988,0,1,116,11/18/2023,Standard,49,0
4531,4/24/2023,6/19/2023,Free,Canada,119,595,0,1,56,,,0,0
4532,3/27/2023,5/4/2023,Free,India,2,10,0,0,38,,,0,0
4533,11/20/2023,12/21/2023,Free,UK,86,344,0,1,31,,,0,0
4534,3/2/2023,5/1/2023,Free,Australia,97,485,0,1,60,,,0,0
4535,12/31/2023,1/1/2024,Free,USA,13,39,0,1,1,,,0,1
4536,4/10/2023,9/30/2023,Free,USA,126,504,0,1,173,,,0,0
4537,1/20/2023,8/3/2023,Free,Canada,18,72,0,1,195,,,0,0
4538,5/20/2023,9/27/2023,Free,UK,135,135,0,1,130,,,0,0
4539,4/26/2023,8/8/2023,Free,UK,124,124,0,1,104,,,0,0
4540,8/25/2023,9/8/2023,Free,France,114,456,0,1,14,,,0,1
4541,12/31/2023,12/31/2023,Free,India,110,440,1,1,0,,,0,1
4542,10/5/2023,11/26/2023,Free,Germany,57,285,0,1,52,,,0,0
4543,12/22/2023,12/28/2023,Free,UK,5,10,1,1,6,,,0,1
4544,3/24/2023,10/21/2023,Free,USA,140,280,0,1,211,,,0,0
4545,6/7/2023,8/25/2023,Free,Germany,26,130,0,1,79,,,0,0
4546,8/11/2023,10/3/2023,Free,France,117,468,0,1,53,,,0,0
4547,11/9/2023,11/21/2023,Pro,Germany,105,420,1,1,12,11/21/2023,Basic,29,1
4548,9/24/2023,12/11/2023,Free,Germany,5,25,0,1,78,,,0,0
4549,2/6/2023,3/2/2023,Free,Australia,84,84,0,1,24,,,0,1
4550,11/26/2023,12/10/2023,Free,India,123,492,0,1,14,,,0,1
4551,3/9/2023,7/20/2023,Free,Germany,127,635,0,1,133,,,0,0
4552,7/8/2023,11/18/2023,Free,Australia,100,100,0,1,133,,,0,0
4553,1/27/2023,11/26/2023,Free,Canada,81,81,0,1,303,,,0,0
4554,7/17/2023,11/19/2023,Free,Germany,84,420,1,1,125,,,0,0
4555,4/28/2023,6/24/2023,Free,UK,120,480,0,1,57,,,0,0
4556,2/4/2023,12/16/2023,Free,USA,92,276,0,1,315,,,0,0
4557,7/20/2023,9/21/2023,Free,Canada,59,59,0,1,63,,,0,0
4558,9/14/2023,10/7/2023,Free,India,93,186,0,1,23,,,0,1
4559,10/29/2023,12/11/2023,Free,France,24,24,0,1,43,,,0,0
4560,11/22/2023,1/1/2024,Free,Canada,73,73,0,1,40,,,0,0
4561,6/12/2023,12/19/2023,Free,India,25,50,0,1,190,,,0,0
4562,6/15/2023,8/29/2023,Free,France,15,45,0,1,75,,,0,0
4563,8/17/2023,12/14/2023,Free,Germany,83,415,1,1,119,,,0,0
4564,1/1/2023,12/2/2023,Free,Germany,142,426,0,1,335,,,0,0
4565,7/18/2023,12/20/2023,Pro,Germany,257,1028,1,1,155,12/20/2023,Basic,29,0
4566,5/16/2023,7/19/2023,Pro,India,24,96,0,1,64,7/19/2023,Basic,29,0
4567,12/12/2023,12/21/2023,Free,UK,78,390,0,1,9,,,0,1
4568,10/29/2023,11/24/2023,Free,UK,25,100,0,1,26,,,0,1
4569,5/31/2023,10/7/2023,Free,Australia,7,35,0,1,129,,,0,0
4570,1/12/2023,7/29/2023,Free,France,64,128,0,1,198,,,0,0
4571,9/27/2023,12/19/2023,Free,Canada,80,320,0,1,83,,,0,0
4572,1/10/2023,1/30/2023,Free,USA,111,555,0,1,20,,,0,1
4573,11/23/2023,12/20/2023,Pro,Australia,87,174,0,1,27,12/20/2023,Enterprise,99,1
4574,1/1/2024,1/1/2024,Pro,France,237,1185,0,1,0,1/1/2024,Standard,29,1
4575,9/27/2023,11/25/2023,Pro,USA,267,801,0,1,59,11/25/2023,Enterprise,49,0
4576,1/5/2023,7/10/2023,Free,France,58,116,0,1,186,,,0,0
4577,7/11/2023,7/13/2023,Pro,India,152,456,0,1,2,7/13/2023,Enterprise,49,1
4578,6/9/2023,10/30/2023,Free,USA,105,210,0,1,143,,,0,0
4579,9/13/2023,12/11/2023,Pro,Germany,17,85,0,1,89,12/11/2023,Standard,29,0
4580,7/9/2023,12/20/2023,Pro,Germany,131,393,1,1,164,12/20/2023,Standard,99,0
4581,2/2/2023,8/13/2023,Pro,Germany,116,580,0,1,192,8/13/2023,Standard,49,0
4582,10/17/2023,12/30/2023,Pro,Australia,20,40,1,1,74,12/30/2023,Standard,49,0
4583,7/13/2023,10/6/2023,Free,Australia,79,79,0,1,85,,,0,0
4584,7/13/2023,7/31/2023,Free,France,121,242,0,1,18,,,0,1
4585,12/3/2023,12/17/2023,Free,Germany,34,68,0,1,14,,,0,1
4586,8/13/2023,9/3/2023,Free,Canada,109,218,0,1,21,,,0,1
4587,9/14/2023,12/13/2023,Free,India,5,10,0,1,90,,,0,0
4588,9/7/2023,9/12/2023,Free,France,145,145,0,1,5,,,0,1
4589,7/19/2023,10/2/2023,Pro,Canada,72,216,0,1,75,10/2/2023,Enterprise,99,0
4590,10/2/2023,12/15/2023,Free,USA,43,43,0,1,74,,,0,0
4591,1/20/2023,2/26/2023,Free,Canada,113,226,0,1,37,,,0,0
4592,7/30/2023,9/30/2023,Free,Canada,104,104,0,1,62,,,0,0
4593,6/20/2023,10/10/2023,Free,India,54,162,0,1,112,,,0,0
4594,4/4/2023,12/23/2023,Free,Australia,90,360,0,1,263,,,0,0
4595,10/11/2023,11/17/2023,Pro,Germany,174,522,0,1,37,11/17/2023,Standard,49,0
4596,10/9/2023,12/27/2023,Free,UK,35,175,0,1,79,,,0,0
4597,8/28/2023,10/17/2023,Free,UK,149,149,0,1,50,,,0,0
4598,3/22/2023,10/19/2023,Free,UK,82,246,0,1,211,,,0,0
4599,12/8/2023,12/12/2023,Free,USA,10,40,0,1,4,,,0,1
4600,9/4/2023,12/30/2023,Free,Germany,89,445,0,1,117,,,0,0
4601,12/23/2023,12/25/2023,Free,UK,128,512,0,1,2,,,0,1
4602,9/21/2023,11/29/2023,Free,France,76,304,0,1,69,,,0,0
4603,5/2/2023,5/15/2023,Pro,India,239,478,1,1,13,5/15/2023,Basic,49,1
4604,7/13/2023,10/10/2023,Free,Canada,65,325,0,1,89,,,0,0
4605,5/12/2023,5/30/2023,Free,Australia,18,18,0,1,18,,,0,1
4606,4/30/2023,9/26/2023,Free,Canada,77,231,0,1,149,,,0,0
4607,3/6/2023,8/6/2023,Free,India,29,87,0,1,153,,,0,0
4608,4/5/2023,12/29/2023,Free,Canada,29,87,0,1,268,,,0,0
4609,9/4/2023,10/17/2023,Free,Canada,148,444,0,1,43,,,0,0
4610,6/18/2023,9/14/2023,Free,India,20,100,0,1,88,,,0,0
4611,7/25/2023,11/5/2023,Free,Germany,107,321,0,1,103,,,0,0
4612,4/17/2023,11/18/2023,Free,UK,136,680,0,1,215,,,0,0
4613,2/17/2023,3/5/2023,Free,Australia,62,310,0,1,16,,,0,1
4614,9/10/2023,12/26/2023,Free,USA,5,10,0,1,107,,,0,0
4615,4/10/2023,11/23/2023,Free,India,94,470,0,1,227,,,0,0
4616,7/12/2023,8/31/2023,Pro,USA,49,147,0,1,50,8/31/2023,Basic,29,0
4617,5/6/2023,11/20/2023,Free,UK,60,120,0,1,198,,,0,0
4618,7/9/2023,11/13/2023,Free,France,24,96,0,1,127,,,0,0
4619,9/23/2023,10/23/2023,Free,Germany,36,180,0,1,30,,,0,0
4620,10/1/2023,12/13/2023,Free,Australia,40,160,1,1,73,,,0,0
4621,10/18/2023,12/11/2023,Free,France,39,39,0,1,54,,,0,0
4622,6/14/2023,7/8/2023,Pro,Australia,120,600,0,1,24,7/8/2023,Basic,29,1
4623,6/24/2023,10/26/2023,Free,Australia,93,465,0,1,124,,,0,0
